ts_code,symbol,name,enname,aliases
2393.TW,2393.TW,亿光,,億光
2395.TW,2395.TW,研华,,研華
2397.TW,2397.TW,友通,,
2399.TW,2399.TW,映泰,,
2401.TW,2401.TW,凌阳,,凌陽
2402.TW,2402.TW,毅嘉,,
2404.TW,2404.TW,汉唐,,漢唐
2405.TW,2405.TW,辅信,,輔信
2406.TW,2406.TW,国硕,,國碩
2408.TW,2408.TW,南亚科,,南亞科
2409.TW,2409.TW,友达,,友達
2412.TW,2412.TW,中华电,,中華電|CHT|中華電信|中华电信
2413.TW,2413.TW,环科,,環科
2414.TW,2414.TW,精技,,
2415.TW,2415.TW,锠新,,錩新
2417.TW,2417.TW,圆刚,,圓剛
2419.TW,2419.TW,仲琦,,
2420.TW,2420.TW,新巨,,
2421.TW,2421.TW,建准,,建準
2423.TW,2423.TW,固纬,,固緯
2424.TW,2424.TW,陇华,,隴華
2425.TW,2425.TW,承启,,承啟
2426.TW,2426.TW,鼎元,,
2427.TW,2427.TW,三商电,,三商電
2428.TW,2428.TW,兴勤,,興勤
2429.TW,2429.TW,铭旺科,,銘旺科
2430.TW,2430.TW,灿坤,,燦坤
2431.TW,2431.TW,联昌,,聯昌
2432.TW,2432.TW,倚天酷碁-创,,倚天酷碁-創
2433.TW,2433.TW,互盛电,,互盛電
2434.TW,2434.TW,统懋,,統懋
2436.TW,2436.TW,伟诠电,,偉詮電
2438.TW,2438.TW,翔耀,,
2439.TW,2439.TW,美律,,
2440.TW,2440.TW,太空梭,,
2441.TW,2441.TW,超丰,,超豐
2442.TW,2442.TW,新美齐,,新美齊
2444.TW,2444.TW,兆劲,,兆勁
2449.TW,2449.TW,京元电子,,京元電子
2450.TW,2450.TW,神脑,,神腦
2451.TW,2451.TW,创见,,創見
2453.TW,2453.TW,凌群,,
2454.TW,2454.TW,联发科,,聯發科|MediaTek|联发科技
2455.TW,2455.TW,全新,,
2457.TW,2457.TW,飞宏,,飛宏
2458.TW,2458.TW,义隆,,義隆
2459.TW,2459.TW,敦吉,,
2460.TW,2460.TW,建通,,
2461.TW,2461.TW,光群雷,,
2462.TW,2462.TW,良得电,,良得電
2464.TW,2464.TW,盟立,,
2465.TW,2465.TW,丽台,,麗臺
2466.TW,2466.TW,冠西电,,冠西電
2467.TW,2467.TW,志圣,,志聖
2468.TW,2468.TW,华经,,華經
2471.TW,2471.TW,资通,,資通
2472.TW,2472.TW,立隆电,,立隆電
2474.TW,2474.TW,可成,,
2476.TW,2476.TW,巨祥,,鉅祥
2477.TW,2477.TW,美隆电,,美隆電
2478.TW,2478.TW,大毅,,
2480.TW,2480.TW,敦阳科,,敦陽科
2481.TW,2481.TW,强茂,,強茂
2482.TW,2482.TW,连宇,,連宇
2483.TW,2483.TW,百容,,
2484.TW,2484.TW,希华,,希華
2485.TW,2485.TW,兆赫,,
2486.TW,2486.TW,一诠,,一詮
2488.TW,2488.TW,汉平,,漢平
2489.TW,2489.TW,瑞轩,,瑞軒
2491.TW,2491.TW,吉祥全,,
2492.TW,2492.TW,华新科,,華新科
2493.TW,2493.TW,扬博,,揚博
2495.TW,2495.TW,普安,,
2496.TW,2496.TW,卓越,,
2497.TW,2497.TW,怡利电,,怡利電
2498.TW,2498.TW,宏达电,,宏達電
2501.TW,2501.TW,国建,,國建
2504.TW,2504.TW,国产,,國產
2505.TW,2505.TW,国扬,,國揚
2506.TW,2506.TW,太设,,太設
2509.TW,2509.TW,全坤建,,
2511.TW,2511.TW,太子,,
2514.TW,2514.TW,龙邦,,龍邦
2515.TW,2515.TW,中工,,
2516.TW,2516.TW,新建,,
2520.TW,2520.TW,冠德,,
2524.TW,2524.TW,京城,,
2527.TW,2527.TW,宏璟,,
2528.TW,2528.TW,皇普,,
2530.TW,2530.TW,华建,,華建
2534.TW,2534.TW,宏盛,,
2535.TW,2535.TW,达欣工,,達欣工
2536.TW,2536.TW,宏普,,
2537.TW,2537.TW,联上发,,聯上發
2538.TW,2538.TW,基泰,,
2539.TW,2539.TW,樱花建,,櫻花建
2540.TW,2540.TW,爱山林,,愛山林
2542.TW,2542.TW,兴富发,,興富發
2543.TW,2543.TW,皇昌,,
2545.TW,2545.TW,皇翔,,
2546.TW,2546.TW,根基,,
2547.TW,2547.TW,日胜生,,日勝生
2548.TW,2548.TW,华固,,華固
2596.TWO,2596.TWO,绿意,,綠意
2597.TW,2597.TW,润弘,,潤弘
2601.TW,2601.TW,益航,,
2603.TW,2603.TW,长荣,,長榮|Evergreen
2605.TW,2605.TW,新兴,,新興
2606.TW,2606.TW,裕民,,
2607.TW,2607.TW,荣运,,榮運
2608.TW,2608.TW,嘉里大荣,,嘉里大榮
2609.TW,2609.TW,阳明,,陽明
2610.TW,2610.TW,华航,,華航
2611.TW,2611.TW,志信,,
2612.TW,2612.TW,中航,,
2613.TW,2613.TW,中柜,,中櫃
2614.TW,2614.TW,东森,,東森
2615.TW,2615.TW,万海,,萬海
2616.TW,2616.TW,山隆,,
2617.TW,2617.TW,台航,,
2618.TW,2618.TW,长荣航,,長榮航
2630.TW,2630.TW,亚航,,亞航
2633.TW,2633.TW,台湾高铁,,台灣高鐵
2634.TW,2634.TW,汉翔,,漢翔
2636.TW,2636.TW,台骅控股,,台驊控股
2637.TW,2637.TW,慧洋-KY,,
2640.TWO,2640.TWO,大车队,,大車隊
2641.TWO,2641.TWO,正德,,
2642.TW,2642.TW,宅配通,,
2643.TWO,2643.TWO,捷迅,,
2645.TW,2645.TW,长荣航太,,長榮航太
2646.TW,2646.TW,星宇航空,,
2701.TW,2701.TW,万企,,萬企
2702.TW,2702.TW,华园,,華園
2704.TW,2704.TW,国宾,,國賓
2705.TW,2705.TW,六福,,
2706.TW,2706.TW,第一店,,
2707.TW,2707.TW,晶华,,晶華
2712.TW,2712.TW,远雄来,,遠雄來
2718.TWO,2718.TWO,全心投控,,
2719.TWO,2719.TWO,灿星旅,,燦星旅
2722.TW,2722.TW,夏都,,
2723.TW,2723.TW,美食-KY,,
2724.TWO,2724.TWO,艺舍-KY,,藝舍-KY
2726.TWO,2726.TWO,雅茗-KY,,
2727.TW,2727.TW,王品,,
2729.TWO,2729.TWO,瓦城,,
2731.TW,2731.TW,雄狮,,雄獅
2732.TWO,2732.TWO,六角,,
2734.TWO,2734.TWO,易飞网,,易飛網
2736.TWO,2736.TWO,富野,,
2739.TW,2739.TW,寒舍,,
2740.TWO,2740.TWO,天葱,,天蔥
2743.TWO,2743.TWO,山富,,
2745.TWO,2745.TWO,五福,,
2748.TW,2748.TW,云品,,雲品
2751.TWO,2751.TWO,王座,,
2752.TWO,2752.TWO,豆府,,
2753.TW,2753.TW,八方云集,,八方雲集
2754.TWO,2754.TWO,亚洲藏寿司,,亞洲藏壽司
2755.TWO,2755.TWO,扬秦,,揚秦
2756.TWO,2756.TWO,联发国际,,聯發國際
2762.TW,2762.TW,世界健身-KY,,
2801.TW,2801.TW,彰银,,彰銀
2812.TW,2812.TW,台中银,,台中銀
2816.TW,2816.TW,旺旺保,,
2820.TW,2820.TW,华票,,華票
2832.TW,2832.TW,台产,,台產
2834.TW,2834.TW,台企银,,臺企銀
2836.TW,2836.TW,高雄银,,高雄銀
2838.TW,2838.TW,联邦银,,聯邦銀
2845.TW,2845.TW,远东银,,遠東銀
2849.TW,2849.TW,安泰银,,安泰銀
2850.TW,2850.TW,新产,,新產
2851.TW,2851.TW,中再保,,
2852.TW,2852.TW,第一保,,
2855.TW,2855.TW,统一证,,統一證
2867.TW,2867.TW,三商寿,,三商壽
2880.TW,2880.TW,华南金,,華南金
2881.TW,2881.TW,富邦金,,Fubon
2882.TW,2882.TW,国泰金,,國泰金|Cathay
2883.TW,2883.TW,凯基金,,凱基金
2884.TW,2884.TW,玉山金,,
2885.TW,2885.TW,元大金,,
2886.TW,2886.TW,兆丰金,,兆豐金
2887.TW,2887.TW,台新新光金,,
2889.TW,2889.TW,国票金,,國票金
2890.TW,2890.TW,永丰金,,永豐金
2891.TW,2891.TW,中信金,,
2892.TW,2892.TW,第一金,,
2897.TW,2897.TW,王道银行,,王道銀行
2901.TW,2901.TW,欣欣,,
2903.TW,2903.TW,远百,,遠百
2904.TW,2904.TW,汇侨,,匯僑
2905.TW,2905.TW,三商,,
2906.TW,2906.TW,高林,,
2908.TW,2908.TW,特力,,
2910.TW,2910.TW,统领,,統領
2911.TW,2911.TW,丽婴房,,麗嬰房
2912.TW,2912.TW,统一超,,統一超
2913.TW,2913.TW,农林,,農林
2915.TW,2915.TW,润泰全,,潤泰全
2916.TWO,2916.TWO,满心,,滿心
2923.TW,2923.TW,鼎固-KY,,
2924.TWO,2924.TWO,宏太-KY,,
2926.TWO,2926.TWO,诚品生活,,誠品生活
2929.TW,2929.TW,淘帝-KY,,
2937.TWO,2937.TWO,集雅社,,
2939.TW,2939.TW,永邑-KY,,
2941.TWO,2941.TWO,米斯特,,
2945.TW,2945.TW,三商家购,,三商家購
2947.TWO,2947.TWO,振宇五金,,
2948.TWO,2948.TWO,宝升,,寶陞
2949.TWO,2949.TWO,欣新网,,欣新網
3002.TW,3002.TW,欧格,,歐格
3003.TW,3003.TW,健和兴,,健和興
3004.TW,3004.TW,丰达科,,豐達科
3005.TW,3005.TW,神基,,
3006.TW,3006.TW,晶豪科,,
3008.TW,3008.TW,大立光,,Largan
3010.TW,3010.TW,华立,,華立
3011.TW,3011.TW,今皓,,
3013.TW,3013.TW,晟铭电,,晟銘電
3014.TW,3014.TW,联阳,,聯陽
3015.TW,3015.TW,全汉,,全漢
3016.TW,3016.TW,嘉晶,,
3017.TW,3017.TW,奇𬭎,,奇鋐
3018.TW,3018.TW,隆铭绿能,,隆銘綠能
3019.TW,3019.TW,亚光,,亞光
3021.TW,3021.TW,鸿名,,鴻名
3022.TW,3022.TW,威强电,,威強電
3023.TW,3023.TW,信邦,,
3024.TW,3024.TW,忆声,,憶聲
3025.TW,3025.TW,星通,,
3026.TW,3026.TW,禾伸堂,,
3027.TW,3027.TW,盛达,,盛達
3028.TW,3028.TW,增你强,,增你強
3029.TW,3029.TW,零壹,,
3030.TW,3030.TW,德律,,
3031.TW,3031.TW,佰鸿,,佰鴻
3032.TW,3032.TW,伟训,,偉訓
3033.TW,3033.TW,威健,,
3034.TW,3034.TW,联咏,,聯詠
3035.TW,3035.TW,智原,,
3036.TW,3036.TW,文晔,,文曄
3037.TW,3037.TW,欣兴,,欣興
3038.TW,3038.TW,全台,,
3040.TW,3040.TW,远见,,遠見
3041.TW,3041.TW,扬智,,揚智
3042.TW,3042.TW,晶技,,
3043.TW,3043.TW,科风,,科風
3044.TW,3044.TW,健鼎,,
3045.TW,3045.TW,台湾大,,台灣大
3046.TW,3046.TW,建碁,,
3047.TW,3047.TW,讯舟,,訊舟
3048.TW,3048.TW,益登,,
3049.TW,3049.TW,精金,,
3050.TW,3050.TW,钰德,,鈺德
3051.TW,3051.TW,力特,,
3052.TW,3052.TW,夆典,,
3054.TW,3054.TW,立万利,,立萬利
3055.TW,3055.TW,蔚华科,,蔚華科
3056.TW,3056.TW,富华新,,富華新
3057.TW,3057.TW,乔鼎,,喬鼎
3058.TW,3058.TW,立德,,
3059.TW,3059.TW,华晶科,,華晶科
3060.TW,3060.TW,铭异,,銘異
3062.TW,3062.TW,建汉,,建漢
3064.TWO,3064.TWO,泰伟,,泰偉
3066.TWO,3066.TWO,李洲,,
3067.TWO,3067.TWO,全域,,
3071.TWO,3071.TWO,协禧,,協禧
3073.TWO,3073.TWO,天方能源,,
3078.TWO,3078.TWO,侨威,,僑威
3081.TWO,3081.TWO,联亚,,聯亞
3083.TWO,3083.TWO,网龙,,網龍
3085.TWO,3085.TWO,新零售,,
3086.TWO,3086.TWO,华义,,華義
3088.TWO,3088.TWO,艾讯,,艾訊
3090.TW,3090.TW,日电贸,,日電貿
3092.TW,3092.TW,鸿硕,,鴻碩
3093.TWO,3093.TWO,港建*,,
3094.TW,3094.TW,联杰,,聯傑
3095.TWO,3095.TWO,及成,,
3105.TWO,3105.TWO,稳懋,,穩懋
3114.TWO,3114.TWO,好德,,
3115.TWO,3115.TWO,富荣纲,,富榮綱
3118.TWO,3118.TWO,进阶,,進階
3122.TWO,3122.TWO,笙泉,,
3128.TWO,3128.TWO,升锐,,昇銳
3130.TW,3130.TW,一零四,,
3131.TWO,3131.TWO,弘塑,,
3135.TW,3135.TW,凌航,,
3138.TW,3138.TW,耀登,,
3141.TWO,3141.TWO,晶宏,,
3147.TWO,3147.TWO,大综,,大綜
3149.TW,3149.TW,正达,,正達
3150.TW,3150.TW,钰宝-创,,鈺寶-創
3152.TWO,3152.TWO,璟德,,
3158.TWO,3158.TWO,嘉实,,嘉實
3162.TWO,3162.TWO,精确,,精確
3163.TWO,3163.TWO,波若威,,
3164.TW,3164.TW,景岳,,
3167.TW,3167.TW,大量,,
3168.TW,3168.TW,众福科,,眾福科
3169.TWO,3169.TWO,亚信,,亞信
3171.TWO,3171.TWO,炎洲流通,,
3176.TWO,3176.TWO,基亚,,基亞
3178.TWO,3178.TWO,公准,,公準
3188.TWO,3188.TWO,鑫龙腾,,鑫龍騰
3189.TW,3189.TW,景硕,,景碩
3191.TWO,3191.TWO,云嘉南,,雲嘉南
3205.TWO,3205.TWO,佰研,,
3206.TWO,3206.TWO,志丰,,志豐
3207.TWO,3207.TWO,耀胜,,耀勝
3209.TW,3209.TW,全科,,
3211.TWO,3211.TWO,顺达,,順達
3213.TWO,3213.TWO,茂讯,,茂訊
3217.TWO,3217.TWO,优群,,優群
3218.TWO,3218.TWO,大学光,,大學光
3219.TWO,3219.TWO,倚强科,,倚強科
3221.TWO,3221.TWO,台嘉硕,,台嘉碩
3224.TWO,3224.TWO,三顾,,三顧
3226.TWO,3226.TWO,龙锋,,龍鋒
3227.TWO,3227.TWO,原相,,
3228.TWO,3228.TWO,金丽科,,金麗科
3229.TW,3229.TW,晟钛,,晟鈦
3230.TWO,3230.TWO,锦明,,錦明
3231.TW,3231.TW,纬创,,緯創
3232.TWO,3232.TWO,昱捷,,
3234.TWO,3234.TWO,光环,,光環
3236.TWO,3236.TWO,千如,,
3252.TWO,3252.TWO,海湾,,海灣
3257.TW,3257.TW,虹冠电,,虹冠電
3259.TWO,3259.TWO,鑫创,,鑫創
3260.TWO,3260.TWO,威刚,,威剛
3264.TWO,3264.TWO,欣铨,,欣銓
3265.TWO,3265.TWO,台星科,,
3266.TW,3266.TW,升阳,,昇陽
3268.TWO,3268.TWO,海德威,,
3272.TWO,3272.TWO,东硕,,東碩
3276.TWO,3276.TWO,宇环,,宇環
3284.TWO,3284.TWO,太普高,,
3285.TWO,3285.TWO,微端,,
3287.TWO,3287.TWO,广寰科,,廣寰科
3288.TWO,3288.TWO,点晶,,點晶
3289.TWO,3289.TWO,宜特,,
3290.TWO,3290.TWO,东浦,,東浦
3293.TWO,3293.TWO,鈊象,,
3294.TWO,3294.TWO,英济,,英濟
3296.TW,3296.TW,胜德,,勝德
3297.TWO,3297.TWO,杭特,,
3303.TWO,3303.TWO,岱棱,,岱稜
3305.TW,3305.TW,升贸,,昇貿
3306.TWO,3306.TWO,鼎天,,
3308.TW,3308.TW,联德,,聯德
3310.TWO,3310.TWO,佳颖,,佳穎
3311.TW,3311.TW,闳晖,,閎暉
3312.TW,3312.TW,弘忆股,,弘憶股
3313.TWO,3313.TWO,斐成,,
3317.TWO,3317.TWO,尼克森,,
3321.TW,3321.TW,同泰,,
3322.TWO,3322.TWO,建舜电,,建舜電
3323.TWO,3323.TWO,加百裕,,
3324.TWO,3324.TWO,双鸿,,雙鴻
3325.TWO,3325.TWO,旭品,,
3332.TWO,3332.TWO,幸康,,
3338.TW,3338.TW,泰硕,,泰碩
3339.TWO,3339.TWO,泰谷,,
3346.TW,3346.TW,丽清,,麗清
3349.TWO,3349.TWO,宝德,,寶德
3354.TWO,3354.TWO,律胜,,律勝
3356.TW,3356.TW,奇偶,,
3357.TWO,3357.TWO,台庆科,,臺慶科
3360.TWO,3360.TWO,尚立,,
3362.TWO,3362.TWO,先进光,,先進光
3363.TWO,3363.TWO,上诠,,上詮
3372.TWO,3372.TWO,典范,,典範
3373.TWO,3373.TWO,热映,,熱映
3374.TWO,3374.TWO,精材,,
3376.TW,3376.TW,新日兴,,新日興
3379.TWO,3379.TWO,彬台,,
3380.TW,3380.TW,明泰,,
3388.TWO,3388.TWO,崇越电,,崇越電
3390.TWO,3390.TWO,旭软,,旭軟
3402.TWO,3402.TWO,汉科,,漢科
3406.TW,3406.TW,玉晶光,,
3413.TW,3413.TW,京鼎,,
3416.TW,3416.TW,融程电,,融程電
3419.TW,3419.TW,哗裕,,譁裕
3426.TWO,3426.TWO,台兴,,台興
3430.TWO,3430.TWO,奇钛科,,奇鈦科
3432.TW,3432.TW,台端,,
3434.TWO,3434.TWO,哲固,,
3437.TW,3437.TW,荣创,,榮創
3438.TWO,3438.TWO,类比科,,類比科
3441.TWO,3441.TWO,联一光,,聯一光
3443.TW,3443.TW,创意,,創意
3444.TWO,3444.TWO,利机,,利機
3447.TW,3447.TW,展达,,展達
3450.TW,3450.TW,联钧,,聯鈞
3455.TWO,3455.TWO,由田,,
3465.TWO,3465.TWO,进泰电子,,進泰電子
3466.TWO,3466.TWO,德晋,,德晉
3467.TWO,3467.TWO,台湾精材,,台灣精材
3479.TWO,3479.TWO,安勤,,
3481.TW,3481.TW,群创,,群創
3483.TWO,3483.TWO,力致,,
3484.TWO,3484.TWO,崧腾,,崧騰
3489.TWO,3489.TWO,森宝,,森寶
3490.TWO,3490.TWO,单井,,單井
3491.TWO,3491.TWO,升达科,,昇達科
3492.TWO,3492.TWO,长盛,,長盛
3494.TW,3494.TW,诚研,,誠研
3498.TWO,3498.TWO,阳程,,陽程
3499.TWO,3499.TWO,环天科,,環天科
3501.TW,3501.TW,维熹,,維熹
3504.TW,3504.TW,扬明光,,揚明光
3508.TWO,3508.TWO,位速,,
3511.TWO,3511.TWO,矽玛,,矽瑪
3512.TWO,3512.TWO,皇龙,,皇龍
3515.TW,3515.TW,华擎,,華擎
3516.TWO,3516.TWO,亚帝欧,,亞帝歐
3518.TW,3518.TW,柏腾,,柏騰
3520.TWO,3520.TWO,华盈,,華盈
3521.TWO,3521.TWO,台钢建设,,台鋼建設
3522.TWO,3522.TWO,御嵿,,
3523.TWO,3523.TWO,迎辉,,迎輝
3526.TWO,3526.TWO,凡甲,,
3527.TWO,3527.TWO,聚积,,聚積
3528.TW,3528.TW,安驰,,安馳
3529.TWO,3529.TWO,力旺,,
3530.TW,3530.TW,晶相光,,
3531.TWO,3531.TWO,先益,,
3532.TW,3532.TW,台胜科,,台勝科
3533.TW,3533.TW,嘉泽,,嘉澤
3535.TW,3535.TW,晶彩科,,
3537.TWO,3537.TWO,堡达,,堡達
3540.TWO,3540.TWO,曜越,,
3541.TWO,3541.TWO,西柏,,
3543.TW,3543.TW,州巧,,
3545.TW,3545.TW,敦泰,,
3546.TWO,3546.TWO,宇峻,,
3548.TWO,3548.TWO,兆利,,
3550.TW,3550.TW,联颖,,聯穎
3551.TWO,3551.TWO,世禾,,
3552.TWO,3552.TWO,同致,,
3555.TWO,3555.TWO,博士旺,,
3556.TWO,3556.TWO,禾瑞亚,,禾瑞亞
3557.TW,3557.TW,嘉威,,
3558.TWO,3558.TWO,神准,,神準
3563.TW,3563.TW,牧德,,
3564.TWO,3564.TWO,其阳,,其陽
3567.TWO,3567.TWO,逸昌,,
3570.TWO,3570.TWO,大冢,,大塚
3576.TW,3576.TW,联合再生,,聯合再生
3577.TWO,3577.TWO,泓格,,
3580.TWO,3580.TWO,友威科,,
3581.TWO,3581.TWO,博磊,,
3583.TW,3583.TW,辛耘,,
3587.TWO,3587.TWO,闳康,,閎康
3588.TW,3588.TW,通嘉,,
3591.TW,3591.TW,艾笛森,,
3592.TW,3592.TW,瑞鼎,,
3593.TW,3593.TW,力铭,,力銘
3594.TWO,3594.TWO,磐仪,,磐儀
3596.TW,3596.TW,智易,,
3597.TWO,3597.TWO,映兴,,映興
3605.TW,3605.TW,宏致,,
3607.TW,3607.TW,谷崧,,
3609.TWO,3609.TWO,三一东林,,三一東林
3611.TWO,3611.TWO,鼎翰,,
3615.TWO,3615.TWO,安可,,
3617.TW,3617.TW,硕天,,碩天
3622.TW,3622.TW,洋华,,洋華
3623.TWO,3623.TWO,富晶通,,
3624.TWO,3624.TWO,光颉,,光頡
3625.TWO,3625.TWO,西胜,,西勝
3628.TWO,3628.TWO,盈正,,
3629.TWO,3629.TWO,地心引力,,
3630.TWO,3630.TWO,新巨科,,新鉅科
3631.TWO,3631.TWO,晟楠,,
3632.TWO,3632.TWO,研勤,,
3645.TW,3645.TW,达迈,,達邁
3646.TWO,3646.TWO,艾恩特,,
3652.TW,3652.TW,精联,,精聯
3653.TW,3653.TW,健策,,
3661.TW,3661.TW,世芯-KY,,
3663.TWO,3663.TWO,鑫科,,
3664.TWO,3664.TWO,安瑞-KY,,
3665.TW,3665.TW,贸联-KY,,貿聯-KY
3666.TWO,3666.TWO,光耀,,
3669.TW,3669.TW,圆展,,圓展
3672.TWO,3672.TWO,康联讯,,康聯訊
3673.TW,3673.TW,TPK-KY,,
3675.TWO,3675.TWO,德微,,
3679.TW,3679.TW,新至升,,新至陞
3680.TWO,3680.TWO,家登,,
3684.TWO,3684.TWO,荣昌,,榮昌
3685.TWO,3685.TWO,元创精密,,元創精密
3686.TW,3686.TW,达能,,達能
3687.TWO,3687.TWO,欧买尬,,歐買尬
3689.TWO,3689.TWO,涌德,,湧德
3691.TWO,3691.TWO,硕禾,,碩禾
3693.TWO,3693.TWO,营邦,,營邦
3694.TW,3694.TW,海华,,海華
3701.TW,3701.TW,大众控,,大眾控
3702.TW,3702.TW,大联大,,大聯大
3703.TW,3703.TW,欣陆,,欣陸
3704.TW,3704.TW,合勤控,,
3705.TW,3705.TW,永信,,
3706.TW,3706.TW,神达,,神達
3707.TWO,3707.TWO,汉磊,,漢磊
3708.TW,3708.TW,上纬投控,,上緯投控
3709.TWO,3709.TWO,鑫联大投控,,鑫聯大投控
3710.TWO,3710.TWO,连展投控,,連展投控
3711.TW,3711.TW,日月光投控,,
3712.TW,3712.TW,永崴投控,,
3713.TWO,3713.TWO,新晶投控,,
3714.TW,3714.TW,富采,,
3715.TW,3715.TW,定颖投控,,定穎投控
3716.TW,3716.TW,中化控股,,
3717.TW,3717.TW,联嘉投控,,聯嘉投控
4102.TWO,4102.TWO,永日,,
4104.TW,4104.TW,佳医,,佳醫
4105.TWO,4105.TWO,东洋,,東洋
4106.TW,4106.TW,雃博,,
4107.TWO,4107.TWO,邦特,,
4108.TW,4108.TW,怀特,,懷特
4109.TWO,4109.TWO,加捷生医,,加捷生醫
4111.TWO,4111.TWO,济生,,濟生
4113.TWO,4113.TWO,联上,,聯上
4114.TWO,4114.TWO,健乔,,健喬
4116.TWO,4116.TWO,明基医,,明基醫
4119.TW,4119.TW,旭富,,
4120.TWO,4120.TWO,友华,,友華
4121.TWO,4121.TWO,优盛,,優盛
4123.TWO,4123.TWO,晟德,,
4126.TWO,4126.TWO,太医,,太醫
4127.TWO,4127.TWO,天良,,
4128.TWO,4128.TWO,中天,,
4129.TWO,4129.TWO,联合,,聯合
4130.TWO,4130.TWO,健亚,,健亞
4131.TWO,4131.TWO,浩泰,,
4133.TW,4133.TW,亚诺法,,亞諾法
4137.TW,4137.TW,丽丰-KY,,麗豐-KY
4138.TWO,4138.TWO,曜亚,,曜亞
4139.TWO,4139.TWO,马光-KY,,馬光-KY
4142.TW,4142.TW,国光生,,國光生
4147.TWO,4147.TWO,中裕,,
4148.TW,4148.TW,全宇生技-KY,,
4153.TWO,4153.TWO,钰纬,,鈺緯
4154.TWO,4154.TWO,乐威科-KY,,樂威科-KY
4155.TW,4155.TW,讯映,,訊映
4157.TWO,4157.TWO,太景*-KY,,
4160.TWO,4160.TWO,讯联基因,,訊聯基因
4161.TWO,4161.TWO,聿新科,,
4162.TWO,4162.TWO,智擎,,
4163.TWO,4163.TWO,镱钛,,鐿鈦
4164.TW,4164.TW,承业医,,承業醫
4166.TWO,4166.TWO,友霖,,
4167.TWO,4167.TWO,松瑞药,,松瑞藥
4168.TWO,4168.TWO,糖联,,醣聯
4171.TWO,4171.TWO,瑞基,,
4173.TWO,4173.TWO,久裕,,
4174.TWO,4174.TWO,浩鼎,,
4175.TWO,4175.TWO,杏一,,
4183.TWO,4183.TWO,福永生技,,
4188.TWO,4188.TWO,安克,,
4190.TW,4190.TW,佐登-KY,,
4192.TWO,4192.TWO,杏国,,杏國
4198.TWO,4198.TWO,欣大健康,,
4205.TWO,4205.TWO,中华食,,中華食
4207.TWO,4207.TWO,环泰,,環泰
4303.TWO,4303.TWO,信立,,
4304.TWO,4304.TWO,胜昱,,勝昱
4305.TWO,4305.TWO,世坤,,
4306.TW,4306.TW,炎洲,,
4401.TWO,4401.TWO,东隆兴,,東隆興
4402.TWO,4402.TWO,郡都开发,,郡都開發
4406.TWO,4406.TWO,新昕纤,,新昕纖
4413.TWO,4413.TWO,飞宝企业,,飛寶企業
4414.TW,4414.TW,如兴,,如興
4416.TWO,4416.TWO,三圆,,三圓
4417.TWO,4417.TWO,金洲,,
4419.TWO,4419.TWO,皇家美食,,
4420.TWO,4420.TWO,光明,,
4426.TW,4426.TW,利勤,,
4430.TWO,4430.TWO,耀亿,,耀億
4432.TWO,4432.TWO,铭旺实,,銘旺實
4433.TWO,4433.TWO,兴采,,興采
4438.TW,4438.TW,广越,,廣越
4439.TW,4439.TW,冠星-KY,,
4440.TW,4440.TW,宜新实业,,宜新實業
4441.TW,4441.TW,振大环球,,振大環球
4442.TWO,4442.TWO,竣邦-KY,,
4502.TWO,4502.TWO,健信,,
4503.TWO,4503.TWO,金雨,,
4506.TWO,4506.TWO,崇友,,
4510.TWO,4510.TWO,高锋,,高鋒
4513.TWO,4513.TWO,福裕,,
4523.TWO,4523.TWO,永彰,,
4526.TW,4526.TW,东台,,東台
4527.TWO,4527.TWO,方土霖,,
4528.TWO,4528.TWO,江兴锻,,江興鍛
4529.TWO,4529.TWO,淳绅,,淳紳
4530.TWO,4530.TWO,宏易,,
4532.TW,4532.TW,瑞智,,
4533.TWO,4533.TWO,协易机,,協易機
4534.TWO,4534.TWO,庆腾,,慶騰
4535.TWO,4535.TWO,至兴,,至興
4536.TW,4536.TW,拓凯,,拓凱
4538.TWO,4538.TWO,大咏城,,大詠城
4540.TW,4540.TW,全球传动,,全球傳動
4541.TWO,4541.TWO,晟田,,
4542.TWO,4542.TWO,科峤,,科嶠
4543.TWO,4543.TWO,万在,,萬在
4545.TW,4545.TW,铭钰,,銘鈺
4549.TWO,4549.TWO,桓达,,桓達
4550.TWO,4550.TWO,长佳,,長佳
4551.TW,4551.TW,智伸科,,
4552.TW,4552.TW,力达-KY,,力達-KY
4554.TWO,4554.TWO,橙的,,
4555.TW,4555.TW,气立,,氣立
4556.TWO,4556.TWO,旭然,,
4557.TW,4557.TW,永新-KY,,
4558.TWO,4558.TWO,宝纬,,寶緯
4560.TW,4560.TW,强信-KY,,強信-KY
4561.TWO,4561.TWO,健椿,,
4562.TW,4562.TW,颖汉,,穎漢
4563.TWO,4563.TWO,百德,,
4564.TW,4564.TW,元翎,,
4566.TW,4566.TW,时硕工业,,時碩工業
4568.TWO,4568.TWO,科际精密,,科際精密
4569.TW,4569.TW,六方科-KY,,
4571.TW,4571.TW,钧兴-KY,,鈞興-KY
4572.TW,4572.TW,驻龙,,駐龍
4576.TW,4576.TW,大银微系统,,大銀微系統
4577.TWO,4577.TWO,达航科技,,達航科技
4580.TWO,4580.TWO,捷流阀业,,捷流閥業
4581.TW,4581.TW,光隆精密-KY,,
4583.TW,4583.TW,台湾精锐,,台灣精銳
4584.TWO,4584.TWO,君帆,,
